,fecha real,timestamp,value,variable
0,2017-04-19 07:14:24+00:00,1492604064000,1391.57,Sensor5
1,2017-04-19 07:11:36+00:00,1492603896000,1361.04,Sensor5
2,2017-04-19 07:07:05+00:00,1492603625000,2595.75,Sensor5
3,2017-04-19 07:06:58+00:00,1492603618000,2595.75,Sensor5
4,2017-04-19 06:57:20+00:00,1492603040000,1397.79,Sensor5
5,2017-04-19 06:52:06+00:00,1492602726000,1348.05,Sensor5
6,2017-04-19 06:32:50+00:00,1492601570000,66.87,Sensor5
7,2017-04-19 06:18:02+00:00,1492600682000,2656.82,Sensor5
8,2017-04-19 06:01:20+00:00,1492599680000,1372.91,Sensor5
9,2017-04-19 06:01:14+00:00,1492599674000,1372.91,Sensor5
10,2017-04-19 06:01:10+00:00,1492599670000,1372.91,Sensor5
11,2017-04-19 06:01:05+00:00,1492599665000,1372.91,Sensor5
12,2017-04-19 05:58:09+00:00,1492599489000,1528.42,Sensor5
13,2017-04-19 05:51:52+00:00,1492599112000,1576.5,Sensor5
14,2017-04-19 05:51:47+00:00,1492599107000,1576.5,Sensor5
15,2017-04-19 05:39:34+00:00,1492598374000,1454.42,Sensor5
16,2017-04-19 05:29:04+00:00,1492597744000,1270.23,Sensor5
17,2017-04-19 05:11:57+00:00,1492596717000,2562.23,Sensor5
18,2017-04-19 05:06:16+00:00,1492596376000,1335.61,Sensor5
19,2017-04-19 05:05:28+00:00,1492596328000,1164.26,Sensor5
20,2017-04-19 05:02:52+00:00,1492596172000,1367.61,Sensor5
21,2017-04-19 04:59:38+00:00,1492595978000,1357.18,Sensor5
22,2017-04-19 04:59:33+00:00,1492595973000,1357.18,Sensor5
23,2017-04-19 04:59:29+00:00,1492595969000,1357.18,Sensor5
24,2017-04-19 04:59:25+00:00,1492595965000,1357.18,Sensor5
25,2017-04-19 04:51:18+00:00,1492595478000,2975.46,Sensor5
26,2017-04-19 04:49:08+00:00,1492595348000,2599.23,Sensor5
27,2017-04-19 04:44:55+00:00,1492595095000,4145.31,Sensor5
28,2017-04-19 04:44:50+00:00,1492595090000,4145.31,Sensor5
29,2017-04-19 04:44:46+00:00,1492595086000,4145.31,Sensor5
30,2017-04-19 04:44:42+00:00,1492595082000,4145.31,Sensor5
31,2017-04-19 04:44:37+00:00,1492595077000,4145.31,Sensor5
32,2017-04-19 04:43:29+00:00,1492595009000,3991.92,Sensor5
33,2017-04-19 04:43:17+00:00,1492594997000,3991.92,Sensor5
34,2017-04-19 04:43:13+00:00,1492594993000,3991.92,Sensor5
35,2017-04-19 04:41:23+00:00,1492594883000,4012.87,Sensor5
36,2017-04-19 04:41:17+00:00,1492594877000,4012.87,Sensor5
37,2017-04-19 04:41:08+00:00,1492594868000,4012.87,Sensor5
38,2017-04-19 04:40:57+00:00,1492594857000,4012.87,Sensor5
39,2017-04-19 04:40:50+00:00,1492594850000,4012.87,Sensor5
40,2017-04-19 04:40:46+00:00,1492594846000,4012.87,Sensor5
41,2017-04-19 04:40:41+00:00,1492594841000,4012.87,Sensor5
42,2017-04-19 04:40:01+00:00,1492594801000,3937.83,Sensor5
43,2017-04-19 04:39:22+00:00,1492594762000,3901.86,Sensor5
44,2017-04-19 04:38:39+00:00,1492594719000,3871.84,Sensor5
45,2017-04-19 04:38:34+00:00,1492594714000,3871.84,Sensor5
46,2017-04-19 04:38:30+00:00,1492594710000,3871.84,Sensor5
47,2017-04-19 04:36:13+00:00,1492594573000,1196.84,Sensor5
48,2017-04-19 04:36:00+00:00,1492594560000,1161.87,Sensor5
49,2017-04-19 04:35:55+00:00,1492594555000,1161.87,Sensor5
50,2017-04-19 04:31:40+00:00,1492594300000,2589.13,Sensor5
51,2017-04-19 04:27:29+00:00,1492594049000,2515.36,Sensor5
52,2017-04-19 04:27:01+00:00,1492594021000,2402.34,Sensor5
53,2017-04-19 04:26:54+00:00,1492594014000,2402.34,Sensor5
54,2017-04-19 04:26:50+00:00,1492594010000,2402.34,Sensor5
55,2017-04-19 04:26:04+00:00,1492593964000,2422.09,Sensor5
56,2017-04-19 04:25:46+00:00,1492593946000,2381.45,Sensor5
57,2017-04-19 04:20:10+00:00,1492593610000,1324.71,Sensor5
58,2017-04-19 04:13:59+00:00,1492593239000,1269.11,Sensor5
59,2017-04-19 04:13:54+00:00,1492593234000,1269.11,Sensor5
60,2017-04-19 04:11:53+00:00,1492593113000,63.47,Sensor5
61,2017-04-19 04:04:33+00:00,1492592673000,1115.74,Sensor5
62,2017-04-19 04:04:27+00:00,1492592667000,1115.74,Sensor5
63,2017-04-19 04:02:02+00:00,1492592522000,1049.18,Sensor5
64,2017-04-19 03:58:52+00:00,1492592332000,1008.98,Sensor5
65,2017-04-19 03:54:54+00:00,1492592094000,26.98,Sensor5
66,2017-04-19 03:54:12+00:00,1492592052000,1477.09,Sensor5
67,2017-04-19 03:54:01+00:00,1492592041000,1477.09,Sensor5
68,2017-04-19 03:41:24+00:00,1492591284000,1357.72,Sensor5
69,2017-04-19 03:40:54+00:00,1492591254000,1329.61,Sensor5
70,2017-04-19 03:40:49+00:00,1492591249000,1329.61,Sensor5
71,2017-04-19 03:40:44+00:00,1492591244000,1329.61,Sensor5
72,2017-04-19 03:40:23+00:00,1492591223000,655.67,Sensor5
73,2017-04-19 03:39:55+00:00,1492591195000,485.7,Sensor5
74,2017-04-19 03:39:13+00:00,1492591153000,431.96,Sensor5
75,2017-04-19 03:32:37+00:00,1492590757000,88.4,Sensor5
76,2017-04-19 03:30:38+00:00,1492590638000,46.17,Sensor5
77,2017-04-19 03:20:46+00:00,1492590046000,50.99,Sensor5
78,2017-04-19 03:18:01+00:00,1492589881000,2688.98,Sensor5
