,fecha real,timestamp,value,variable
0,2017-07-12 08:52:01+00:00,1499867521000,201.1,Sensor9
1,2017-07-12 08:51:43+00:00,1499867503000,202.56,Sensor9
2,2017-06-30 04:45:40+00:00,1498815940000,1620.18,Sensor9
3,2017-06-30 04:45:11+00:00,1498815911000,1587.94,Sensor9
4,2017-06-30 04:44:44+00:00,1498815884000,1607.17,Sensor9
5,2017-06-30 04:44:38+00:00,1498815878000,1607.17,Sensor9
6,2017-06-30 04:42:55+00:00,1498815775000,1596.54,Sensor9
7,2017-06-30 04:41:17+00:00,1498815677000,1648.77,Sensor9
8,2017-06-30 04:37:21+00:00,1498815441000,1658.59,Sensor9
9,2017-06-30 04:37:07+00:00,1498815427000,1626.39,Sensor9
10,2017-06-30 04:34:27+00:00,1498815267000,1688.29,Sensor9
11,2017-06-30 04:34:22+00:00,1498815262000,1688.29,Sensor9
12,2017-06-30 04:33:29+00:00,1498815209000,1663.2,Sensor9
13,2017-06-30 04:32:51+00:00,1498815171000,1629.66,Sensor9
14,2017-06-30 04:32:24+00:00,1498815144000,1629.66,Sensor9
15,2017-06-30 04:29:58+00:00,1498814998000,1588.67,Sensor9
16,2017-06-30 04:29:50+00:00,1498814990000,1588.67,Sensor9
17,2017-06-30 04:24:17+00:00,1498814657000,2101.0,Sensor9
18,2017-06-30 04:22:13+00:00,1498814533000,2097.22,Sensor9
19,2017-06-30 04:18:28+00:00,1498814308000,39.67,Sensor9
20,2017-06-30 04:18:24+00:00,1498814304000,39.67,Sensor9
21,2017-06-30 04:12:26+00:00,1498813946000,37.38,Sensor9
22,2017-06-30 04:12:22+00:00,1498813942000,1844.54,Sensor9
23,2017-06-30 04:12:15+00:00,1498813935000,1844.54,Sensor9
24,2017-06-30 04:10:13+00:00,1498813813000,1847.19,Sensor9
25,2017-06-30 04:09:51+00:00,1498813791000,1804.74,Sensor9
26,2017-06-30 04:05:31+00:00,1498813531000,1799.85,Sensor9
27,2017-06-30 03:52:19+00:00,1498812739000,1878.65,Sensor9
28,2017-06-30 03:49:38+00:00,1498812578000,1851.44,Sensor9
29,2017-06-30 03:49:14+00:00,1498812554000,1825.39,Sensor9
30,2017-06-30 03:37:29+00:00,1498811849000,1857.72,Sensor9
31,2017-06-30 03:25:43+00:00,1498811143000,1859.77,Sensor9
32,2017-06-30 03:25:39+00:00,1498811139000,1859.77,Sensor9
33,2017-06-30 03:19:18+00:00,1498810758000,755.23,Sensor9
34,2017-06-30 03:17:06+00:00,1498810626000,50.78,Sensor9
35,2017-06-30 02:59:29+00:00,1498809569000,100.83,Sensor9
36,2017-06-30 02:59:20+00:00,1498809560000,73.43,Sensor9
37,2017-06-30 02:59:11+00:00,1498809551000,73.43,Sensor9
38,2017-06-30 02:55:43+00:00,1498809343000,28.61,Sensor9
39,2017-06-30 02:51:12+00:00,1498809072000,1844.77,Sensor9
40,2017-06-30 02:48:47+00:00,1498808927000,40.07,Sensor9
41,2017-06-30 02:45:22+00:00,1498808722000,897.76,Sensor9
42,2017-06-30 02:41:45+00:00,1498808505000,46.84,Sensor9
43,2017-06-30 02:38:05+00:00,1498808285000,49.96,Sensor9
44,2017-06-30 02:35:46+00:00,1498808146000,1000.79,Sensor9
45,2017-06-30 02:33:05+00:00,1498807985000,996.45,Sensor9
46,2017-06-30 02:32:27+00:00,1498807947000,36.86,Sensor9
47,2017-06-30 02:28:50+00:00,1498807730000,839.1,Sensor9
48,2017-06-30 02:25:41+00:00,1498807541000,1268.41,Sensor9
49,2017-06-30 02:25:37+00:00,1498807537000,1813.9,Sensor9
50,2017-06-30 02:22:02+00:00,1498807322000,1840.48,Sensor9
51,2017-06-30 02:12:44+00:00,1498806764000,51.48,Sensor9
52,2017-06-30 02:11:24+00:00,1498806684000,51.48,Sensor9
53,2017-06-30 02:02:40+00:00,1498806160000,2051.33,Sensor9
54,2017-06-30 01:59:53+00:00,1498805993000,1862.69,Sensor9
55,2017-06-30 01:59:49+00:00,1498805989000,1862.69,Sensor9
56,2017-06-30 01:59:45+00:00,1498805985000,1862.69,Sensor9
57,2017-06-30 01:59:41+00:00,1498805981000,1862.69,Sensor9
58,2017-06-30 01:59:24+00:00,1498805964000,1920.96,Sensor9
