,fecha real,timestamp,value,variable
0,2017-01-20 08:58:34+00:00,1484920714000,70.27,Sensor3
1,2017-01-20 08:58:31+00:00,1484920711000,70.27,Sensor3
2,2017-01-20 08:50:24+00:00,1484920224000,266.48,Sensor3
3,2017-01-20 08:42:03+00:00,1484919723000,263.8,Sensor3
4,2017-01-20 08:40:22+00:00,1484919622000,415.19,Sensor3
5,2017-01-20 08:40:20+00:00,1484919620000,415.19,Sensor3
6,2017-01-20 08:39:34+00:00,1484919574000,365.17,Sensor3
7,2017-01-20 07:56:05+00:00,1484916965000,853.52,Sensor3
8,2017-01-20 07:55:03+00:00,1484916903000,171.38,Sensor3
9,2017-01-20 07:34:03+00:00,1484915643000,2521.52,Sensor3
10,2017-01-20 07:28:10+00:00,1484915290000,46.55,Sensor3
11,2017-01-20 07:18:35+00:00,1484914715000,1877.55,Sensor3
12,2017-01-20 07:18:31+00:00,1484914711000,1877.55,Sensor3
13,2017-01-20 07:11:00+00:00,1484914260000,369.87,Sensor3
14,2017-01-20 07:03:28+00:00,1484913808000,140.26,Sensor3
15,2017-01-20 07:01:54+00:00,1484913714000,81.83,Sensor3
16,2017-01-20 06:50:47+00:00,1484913047000,285.12,Sensor3
17,2017-01-20 06:38:43+00:00,1484912323000,233.75,Sensor3
18,2017-01-20 06:38:39+00:00,1484912319000,233.75,Sensor3
19,2017-01-20 06:38:31+00:00,1484912311000,233.75,Sensor3
20,2017-01-20 06:36:56+00:00,1484912216000,82.53,Sensor3
21,2017-01-20 06:34:25+00:00,1484912065000,31.57,Sensor3
22,2017-01-20 06:28:38+00:00,1484911718000,64.45,Sensor3
23,2017-01-20 06:22:27+00:00,1484911347000,2272.45,Sensor3
24,2017-01-20 06:20:16+00:00,1484911216000,2298.05,Sensor3
25,2017-01-20 06:18:49+00:00,1484911129000,2380.48,Sensor3
26,2017-01-20 06:18:44+00:00,1484911124000,2380.48,Sensor3
27,2017-01-20 06:08:53+00:00,1484910533000,2296.17,Sensor3
28,2017-01-20 06:02:58+00:00,1484910178000,2383.86,Sensor3
29,2017-01-20 06:02:54+00:00,1484910174000,2383.86,Sensor3
30,2017-01-20 05:59:56+00:00,1484909996000,2360.91,Sensor3
31,2017-01-20 05:56:48+00:00,1484909808000,2356.22,Sensor3
32,2017-01-20 05:56:00+00:00,1484909760000,2394.78,Sensor3
33,2017-01-20 05:52:48+00:00,1484909568000,235.76,Sensor3
34,2017-01-20 05:42:08+00:00,1484908928000,85.1,Sensor3
35,2017-01-20 05:37:11+00:00,1484908631000,173.65,Sensor3
36,2017-01-20 05:33:40+00:00,1484908420000,119.5,Sensor3
37,2017-01-20 05:32:01+00:00,1484908321000,146.93,Sensor3
38,2017-01-20 05:28:51+00:00,1484908131000,143.18,Sensor3
39,2017-01-20 05:22:16+00:00,1484907736000,71.97,Sensor3
40,2017-01-20 05:22:13+00:00,1484907733000,71.97,Sensor3
41,2017-01-20 05:22:06+00:00,1484907726000,71.97,Sensor3
42,2017-01-20 05:18:36+00:00,1484907516000,83.45,Sensor3
43,2017-01-20 05:18:31+00:00,1484907511000,83.45,Sensor3
44,2017-01-20 05:18:24+00:00,1484907504000,83.45,Sensor3
45,2017-01-20 05:18:17+00:00,1484907497000,83.45,Sensor3
46,2017-01-20 05:17:22+00:00,1484907442000,39.59,Sensor3
47,2017-01-20 05:12:42+00:00,1484907162000,75.89,Sensor3
48,2017-01-20 04:52:34+00:00,1484905954000,701.49,Sensor3
49,2017-01-20 04:48:58+00:00,1484905738000,291.55,Sensor3
50,2017-01-20 04:47:08+00:00,1484905628000,192.45,Sensor3
51,2017-01-20 04:46:22+00:00,1484905582000,199.6,Sensor3
52,2017-01-20 04:15:33+00:00,1484903733000,1380.91,Sensor3
53,2017-01-20 04:15:28+00:00,1484903728000,1380.91,Sensor3
54,2017-01-20 04:15:20+00:00,1484903720000,1380.91,Sensor3
55,2017-01-20 04:15:14+00:00,1484903714000,1380.91,Sensor3
56,2017-01-20 04:12:07+00:00,1484903527000,897.45,Sensor3
57,2017-01-20 04:02:13+00:00,1484902933000,906.8,Sensor3
58,2017-01-20 03:48:53+00:00,1484902133000,627.36,Sensor3
59,2017-01-20 03:45:56+00:00,1484901956000,70.3,Sensor3
60,2017-01-20 03:26:40+00:00,1484900800000,1770.13,Sensor3
61,2017-01-20 03:10:00+00:00,1484899800000,413.7,Sensor3
62,2017-01-20 03:08:10+00:00,1484899690000,134.13,Sensor3
63,2017-01-20 03:08:06+00:00,1484899686000,134.13,Sensor3
